sentiment,text,clean_text,sentiment_confidence,topic
negative,"Talentless hack takes a whack at jazz singing...: Patti Page ""The Tennessee Waltz Gal"" should never have attemted to record a jazz vocal album, for one she lacks the individuality that it takes to be a jazz singer, number two how can anyone take seriously a singer who sings ""How Much Is That Doggie In The Window."" And three when she sings, she sounds like she doesn't care about what she's singing about, Page is definately not a lyrical singer. Even though Pete Rugalo(the talented jazz vocalist June Christy's regular arranger), who arranged this album, tried to make Miss Page sound listenable, it just didn't work out. Stay away from this CD or any CD that has the name ""patti Page"" on it.",talentless hack take whack jazz sing patti page tennesse waltz gal never attemt record jazz vocal album one lack individu take jazz singer number two anyon take serious singer sing much doggi window three sing sound like doesnt care shes sing page defin lyric singer even though pete rugaloth talent jazz vocalist june christi regular arrang arrang album tri make miss page sound listen didnt work stay away cd cd name patti page,0.9997,221
negative,"The best eye gel I've ever used!!: I have been using this eye gel for a few years now and while I am approaching 50, my eyes sure don't look it!",best eye gel ive ever use use eye gel year approach 50 eye sure dont look,0.5294,-1
positive,"Amazing! Entertaining! I didn't want to miss a second!: I enjoyed every minute of this captivating, lively, and fun extreme sport documentary. I promise that you will be so engaged whether you plan to watch it alone or with a bunch of friends. To be honest, I am not a real sport-fan, but ""Keep Your Eyes Open"" entertained me immensely. Awesome film!",amaz entertain didnt want miss second enjoy everi minut captiv live fun extrem sport documentari promis engag whether plan watch alon bunch friend honest real sportfan keep eye open entertain immens awesom film,0.9999,109
negative,"Their Great Recordings on Vee-Jay: This has 32 tracks from their late 50's early 60's Vee-Jay recordings, including the complete LP Will The Circle Be Unbroken, oop since 1992. Most of the other Vee-Jay stuff is now out of print on CD, so buy this instead of the over-inflated collector's prices for those discs",great record veejay 32 track late 50s earli 60s veejay record includ complet lp circl unbroken oop sinc 1992 veejay stuff print cd buy instead overinfl collector price disc,0.9159,-1
negative,I HATE IT: OUR TEACHER MRS GREEN MADE US READ IT AND WE HAD TO DO A BOOK REPORT ABOUT IT!IT SUCKS!!!!!!!!,hate teacher mrs green made us read book report itit suck,0.9982,69
negative,"Grainy image: I can't resist writing a review, because I rely heavily on what others have to say too.I just bought the 1115 and it's being returned today. I've had an Epson Photostylus 870 for the past couple of years and had a little ink mis-hap (my fault) and thought, what the heck I'll get a new printer figuring the technology has improved, etc. This time I decided to go with an HP because I generally like their products, but I'm going back to an Epson.The quality of photo prints are not even comparable. The Epson prints are clear, crisp and realistic. The HP prints (even at 2400dpi) are grainy and fuzzy.Not to mention that ever since I installed the printer (using USB) my floppy disk drive has been grinding every few minutes. Not sure what's up with that.I will say that the HP is fast and fairly quiet. Printing regular documents on paper of course looks nice, but for ""real"" photo images try Epson.Good luck!",graini imag cant resist write review reli heavili other say tooi bought 1115 return today ive epson photostylus 870 past coupl year littl ink mishap fault thought heck ill get new printer figur technolog improv etc time decid go hp general like product im go back epsonth qualiti photo print even compar epson print clear crisp realist hp print even 2400dpi graini fuzzynot mention ever sinc instal printer use usb floppi disk drive grind everi minut sure what thati say hp fast fair quiet print regular document paper cours look nice real photo imag tri epsongood luck,0.9159,3
negative,"Uses yellow ink: I would not buy this printer again. It quickly uses up all the yellow ink. This is a common problem with this printer. See Yahoo Answers, search for ""hp photosmart yellow"". I think they should be recalled.",use yellow ink would buy printer quick use yellow ink common problem printer see yahoo answer search hp photosmart yellow think recal,0.9996,3
negative,"dont bother with XP: I Have had trouble with HP and XP since upgrading. Although they say it is xp compatable with driver, it is not. Will cause system to lock up and when I called HP they blamed XP. Bought a Epson and first time install without a hitch. Hope this helps and God bless you!",dont bother xp troubl hp xp sinc upgrad although say xp compat driver caus system lock call hp blame xp bought epson first time instal without hitch hope help god bless,0.9527,3
negative,"Photosmart pretty dumb: Bought Photosmart 1100 three months ago. Loved it till it thought my color cartridge was bad. Now printer will not recognize any new cartridge. Seems there's a hardware bug that the printer will not reset a flag that indicates failed color cartridge. I've bought 2 new color cartridges and a new black cartridge. Called HP & they had me clean cartridge 3 times, power cycle, and even sent new cartridges. Analyst at HP very nice, thought... still the display flashes ""Color Cartridge Failed"" and ""Replace Color Cartridge"". Won't even print B&W. Dumb thing...",photosmart pretti dumb bought photosmart 1100 three month ago love till thought color cartridg bad printer recogn new cartridg seem there hardwar bug printer reset flag indic fail color cartridg ive bought 2 new color cartridg new black cartridg call hp clean cartridg 3 time power cycl even sent new cartridg analyst hp nice thought still display flash color cartridg fail replac color cartridg wont even print bw dumb thing,0.9992,3
negative,"Epson is better and bad software driver: My friend just brought a Epson c820 and it print better photosthan my HP 1115. I paid ~$[money] and he paid only ~$[money] from costco.So, I brought one myself. Epson print better photo than HP 1115.If you think of buying this printer, try Epson first.Also, the driver of HP 1115 doesn't work with my Iomega CR-RW andmy new Epson printer together. Bad software driver!!!",epson better bad softwar driver friend brought epson c820 print better photosthan hp 1115 paid money paid money costcoso brought one epson print better photo hp 1115if think buy printer tri epson firstalso driver hp 1115 doesnt work iomega crrw andmi new epson printer togeth bad softwar driver,0.9996,3
negative,"Disappointed: I have used this printer for the last two years, though it has not been heavily used. It has completely broken down, will not acknowledge that it has paper, and the ""carriage"" is broken. It will not feed anything through and constantly has paper jams. I have been told by repair specialists that it will cost several hundred dollars to fix it because the ""carriage"" is so expensive. Though it does print beautiful photos, I am very disappointed with this product's performance over time!",disappoint use printer last two year though heavili use complet broken acknowledg paper carriag broken feed anyth constant paper jam told repair specialist cost sever hundr dollar fix carriag expens though print beauti photo disappoint product perform time,0.9996,3
negative,"HP workhorse: Great Printer, but does get a bit cranky at times. The 2 side print capability is a plus, saving paper & making printouts more compact. Does a 4 + job on photos, but hard to use the small photo tray. I've used this printer for approx 2 years and just now feel it may be time to upgrade. I feel I made a good choice for my photos.",hp workhors great printer get bit cranki time 2 side print capabl plus save paper make printout compact 4 job photo hard use small photo tray ive use printer approx 2 year feel may time upgrad feel made good choic photo,0.9068,3
positive,Neat book for starters into continuous-time finance: Very intuitive in explaining the basic concepts and the fundamental and widely used methods in continuous-time finance. No deep background in math is required to have a good grasp of this book. I believe it is intuition rather than fancy skills that is important to build up interest and passion for studying a hard topic such as continuous-time finance.,neat book starter continuoustim financ intuit explain basic concept fundament wide use method continuoustim financ deep background math requir good grasp book believ intuit rather fanci skill import build interest passion studi hard topic continuoustim financ,0.9163,-1
negative,"one elephant charm? you've got to be kidding.: when i opened the box, i was expecting two elephant charms. what did i get? one. come on. who would buy one?",one eleph charm youv got kid open box expect two eleph charm get one come would buy one,0.9939,-1
positive,KI A Road Anyone Can walk: This is a very interesting book describing KI and how anyone can use it for various applications in life. Anyone would be happy with this book.,ki road anyon walk interest book describ ki anyon use various applic life anyon would happi book,0.9997,485
negative,"Spare us: I purchased this CD for my wife for Mother's Day. After listening to it, it became very clear that Babs is way out of her league when she sings with singers the caliber of Il Divo (whom she refers to as ""swell"" by the way. Swell???). The continual platitudes such as ""children are like sponges"" etc. are boring. At 65 years of age she can at least try to come up with something new to say. As for her political persuasion, who cares!",spare us purchas cd wife mother day listen becam clear bab way leagu sing singer calib il divo refer swell way swell continu platitud children like spong etc bore 65 year age least tri come someth new say polit persuas care,0.9995,-1
negative,"Junk Music: Stop listening to her music years ago. How do you explain this person who only comes out to the public when she is promoting a record. Money $$$$$$$ is her only satisfaction that and puting down the United States to anyone stupid enough to listen. Barbie, go join Jane Fonda on your hate tours.",junk music stop listen music year ago explain person come public promot record money satisfact pute unit state anyon stupid enough listen barbi go join jane fonda hate tour,0.9991,426
negative,dissapointing: dissapointing in that the duets really do little justice to the songs. The duet5s in particular have beengiven inappropriate arrangements.,dissapoint dissapoint duet realli littl justic song duet5 particular beengiven inappropri arrang,0.998,257
negative,"Boring: Who'd Have Thought?: Apart from shrinking core of diehard fans, who is going to buy this? Most of the songs appear on other albums, the liner notes are schmaltzy, the sound quality is not that hot, and BS's voice sounds worn and tired.If she really cared, she would tour with all new songs and sing like she was happy to be there and NOT TALK ABOUT POLITICS. :)For those of you unsure as to whether or not to buy the CD, wait a month and it will be in the cutout bin.I give this 2 stars in honor of the late Mr. Peter Matz, thanked by BS in the liner notes in her usual pompous way.",bore whod thought apart shrink core diehard fan go buy song appear album liner note schmaltzi sound qualiti hot bss voic sound worn tiredif realli care would tour new song sing like happi talk polit unsur whether buy cd wait month cutout bini give 2 star honor late mr peter matz thank bs liner note usual pompous way,0.9991,-1
positive,"Has Streisand stayed too long at the fair? NO,NO,NO.......: Hello People.I had the guilty pleasure of seeing Streisand in Atlanta on Nov 2,2006.I flew form Dallas to Atlanta and i would do it again,I was part of history,some of you people just kill me with your mean sprits,Barbra is barbra none of us are the same when we were in our prime,why not be glad and happy she's out there singing,why must we a people always compare,if your a true fan you will just but the cd and support her,and Mr.Gavin j Mcleod I know your mother taught you better then that but as Barbra has she before it easier to CRITCIZE then praise.come on folk's rise above.The Cd is awesome let's enjoy her and her music ok? OK.God bless you all and remember wouldn't it be wonderful,If we could all be a little more gentle with each other,and a little more loving,have a little more empathy,and maybe,just maybe we'd like each other a little bit more..........Rock on Barbra Srteisad your the best,and Thank you for all the year's......",streisand stay long fair nonono hello peoplei guilti pleasur see streisand atlanta nov 22006i flew form dalla atlanta would againi part historysom peopl kill mean spritsbarbra barbra none us primewhi glad happi shes singingwhi must peopl alway compareif true fan cd support herand mrgavin j mcleod know mother taught better barbra easier critciz praisecom folk rise aboveth cd awesom let enjoy music ok okgod bless rememb wouldnt wonderfulif could littl gentl otherand littl lovinghav littl empathyand maybejust mayb wed like littl bit morerock barbra srteisad bestand thank year,0.9975,95
positive,"Great musice but dissapointed in the actual concert: The music is ok on this, yes her voice isn't what is was in the past but everyone gets older. Still wonderful to hear.I saw Barbra on her first night in Chicago on the 2006 tour and although this fulfilled a lifelong dream of seeing her in concert, I was not at all impressed with her choice of Il Divo. They were overly loud and I hadn't paid $350.00 to see them. And now after seeing clips of Barbra's European Tour shows, I feel robbed. The concert she did in Europe is the one I was hoping for. An entirely different experience and as she will most likely never tour again, there went my one chance to experience Barbra as she should be.",great music dissapoint actual concert music ok yes voic isnt past everyon get older still wonder heari saw barbra first night chicago 2006 tour although fulfil lifelong dream see concert impress choic il divo over loud hadnt paid 35000 see see clip barbra european tour show feel rob concert europ one hope entir differ experi like never tour went one chanc experi barbra,0.9901,215
positive,"10 Stars at Least!: Brilliant recording, great songs, just enough flavour of the concert without too much talking, not enough singing. Nice to see Herself allow the imperfections that make her human, but still so far above the most perfect of anyone else. She is a treasure of the world.",10 star least brilliant record great song enough flavour concert without much talk enough sing nice see allow imperfect make human still far perfect anyon els treasur world,0.9998,-1
positive,"Streisand:Live in Concert (2 CD's): This is one of the best Barbra has ever done, I have listened to it in full probably ten times since last week when I bought it. It is so incredible. I am waiting for the day that this is out in DVD to see her in action while I listen to her. God has truly blessed her with unbelievable talent.",streisandl concert 2 cds one best barbra ever done listen full probabl ten time sinc last week bought incred wait day dvd see action listen god truli bless unbeliev talent,0.9998,215
positive,"AMAZING: I am anxiously awaiting the arrival of my CD. I was at the concert in Atlanta and was mesmerized during the entire show. It was so surreal..to be in the company of Barbra and Il Divo. I know the CD will be great. It will be the first thing loaded in my car. And, it will probably stay in there for quite a while. There is and will be no other Barbra. I only wish she would tour more often.",amaz anxious await arriv cd concert atlanta mesmer entir show surrealto compani barbra il divo know cd great first thing load car probabl stay quit barbra wish would tour often,0.9994,215
positive,Like Buttah!: Saw Barbra in Atlanta and this is a wonderful album to bring back the memory of an unforgettable experience! I just hope there is a DVD planned!,like buttah saw barbra atlanta wonder album bring back memori unforgett experi hope dvd plan,0.9998,-1
positive,"Streisand Live - Amazing: Barbra Streisand for over 46 years has been an entertainer beyond words. Her 2006 tour and subsequent 2007 European tour are sell out sensations. This CD captures part of her performance which is quite powerful. The stage presence alone is numbing, the vocals are rich, deep and so moving. The pairing with Il Divo is fantastic, they have brilliant voices, but are eclipsed by the legend. This is a must have for everyone, especially those who weren't able to see her in concert. What could you want more, how about a DVD to go along with it?",streisand live amaz barbra streisand 46 year entertain beyond word 2006 tour subsequ 2007 european tour sell sensat cd captur part perform quit power stage presenc alon numb vocal rich deep move pair il divo fantast brilliant voic eclips legend must everyon especi werent abl see concert could want dvd go along,0.9996,215
positive,"great writing, informative: Every reader of the Frozen Republic will find something to disagree with, but if you have an open mind, you will find that Lazare has many good points about America's government not being the be-all, end-all of democracy.The Frozen Republic is a history of Constitutional (and para Constitutional) problems that America has faced and a description of Constitution worship as America's religion. There is very little on comparative government or a blueprint for change. Lazare appears to favor a parliamentary system, but he does not spell this out in any detail, or say very much about voting reform.",great write inform everi reader frozen republ find someth disagre open mind find lazar mani good point america govern beall endal democracyth frozen republ histori constitut para constitut problem america face descript constitut worship america religion littl compar govern blueprint chang lazar appear favor parliamentari system spell detail say much vote reform,0.866,142
negative,"Stainless Steel Outside - All Plastic inside!!: This is one very attractive coffee canister with just one problem. If you're chosing this because you no longer want your food and beverages exposed to plastic, you might want to stay away from this one. The inside area is made entirely of black plastic. However, if plastic isn't an issue for you, this could be your baby.I am disappointed that amazon's normally satisfactory product description process didn't work here. This listing misrepresents the item by failing to mention the non-stainless interior which is a significant fact to many consumers. I returned my canister with my explanation that the quality was not as represented. I don't believe that they should charge their customers for any shipping or restock fees when they don't describe items honestly. Amazon rocks but this listing needs help!",stainless steel outsid plastic insid one attract coffe canist one problem your chose longer want food beverag expos plastic might want stay away one insid area made entir black plastic howev plastic isnt issu could babyi disappoint amazon normal satisfactori product descript process didnt work list misrepres item fail mention nonstainless interior signific fact mani consum return canist explan qualiti repres dont believ charg custom ship restock fee dont describ item honest amazon rock list need help,0.9975,-1
negative,Too Small: Hard to tell from the picture what size this is. I thought it was much larger. It would not hold much more than a 1/2 pound of coffee. Too much space is wasted for the filter holder section.,small hard tell pictur size thought much larger would hold much 12 pound coffe much space wast filter holder section,0.9998,330
negative,"Maybe this is only for coffee beans.: Bought this for a gift and was wondering how it would fit coffee grounds and have room for the filters. I thought maybe the filters were under the lid. Well, it must be only for coffee beans and only a small amount. The filter holder takes up one side of the container and it's not for the kind of rippled filters that we use. It holds ones that are flat. The person we bought it for ended up using it without the lid for a utensil holder.",mayb coffe bean bought gift wonder would fit coffe ground room filter thought mayb filter lid well must coffe bean small amount filter holder take one side contain kind rippl filter use hold one flat person bought end use without lid utensil holder,0.9996,330
negative,Filter compartment smaller than I thought: Love the look and quality. But coffee filters for a regular sized coffee maker do not fit in the filter compartment.,filter compart smaller thought love look qualiti coffe filter regular size coffe maker fit filter compart,0.9995,330
negative,Costs $10.89 at Target online: Costs much less at Target but I won't buy it because of bad reviews on Amazon. Will buy a bigger canister when I find the right one.,cost 1089 target onlin cost much less target wont buy bad review amazon buy bigger canist find right one,0.9947,-1
negative,misleading cd: This is not Lighthouse. This is the ST Luke UMC Lighthouse Praise Band. I am returning it to Amazon because it looks like Chrstian filler.,mislead cd lighthous st luke umc lighthous prais band return amazon look like chrstian filler,0.9989,-1
negative,"Poor quality and Customer Service- buyer beware: Received this as a gift from my husband. He had it gift wrapped and held it for the occasion. When I opned the bracelet, we were both very disappointed. The quality was very poor and bracelet did hand nicely on the wrist. He contacted the seller through Amazon to request a refund. They refused to refund or exchange the item. Unfortunately he had not opened the item when it was received, since it was gift wrapped. He held it beyond their return window, as he was saving it to be gifted. I called the vendor myself to explain and seek a compromise. They were unyeilding, explaining that they could not return the bracelet to their vendor or restock it, so we were out of luck. Beware of the return policy with this vendor especially if it is a gift.",poor qualiti custom servic buyer bewar receiv gift husband gift wrap held occas opn bracelet disappoint qualiti poor bracelet hand nice wrist contact seller amazon request refund refus refund exchang item unfortun open item receiv sinc gift wrap held beyond return window save gift call vendor explain seek compromis unyeild explain could return bracelet vendor restock luck bewar return polici vendor especi gift,0.9953,318
negative,"Great idea--terrible design!: Bought this for my 5 year old Justice Leaguer. My son is not a rough player but we went through 4 (YES, FOUR) of them before we finally got one where the elevator didn't break in the 1st 2 weeks. Mattel needs to get their act together and design toys that have durability. VERY disappointing!",great ideaterr design bought 5 year old justic leaguer son rough player went 4 yes four final got one elev didnt break 1st 2 week mattel need get act togeth design toy durabl disappoint,0.9997,-1
negative,"Big Disappointment: I purchased this for my son who is a huge Justice League fan. He gets discouraged because it is always falling apart. I hate it, because I am always putting it back together. I would not recommend anyone buying this toy unless you want to keep putting it together.",big disappoint purchas son huge justic leagu fan get discourag alway fall apart hate alway put back togeth would recommend anyon buy toy unless want keep put togeth,0.9991,-1
negative,"Bad Design, just buy the figures: We bought this for our 5 year old for Christmas. The elevator uses a string pulley which promptly bound around the gear that connects it to the thumbwheel which raises and lowers the platform. Within 5 minutes of playing, one of the main features broke. Also, the top has a ring with 5 rockets, one of these came missing a retaining pin. Thoroughly disappoingting as he is a big Justice League fan.",bad design buy figur bought 5 year old christma elev use string pulley prompt bound around gear connect thumbwheel rais lower platform within 5 minut play one main featur broke also top ring 5 rocket one came miss retain pin thorough disappoingt big justic leagu fan,0.9984,-1
negative,"Buy your children this toy if you want them to hate you.: This is a huge disappointment for my family, and has forever left a stain on the memory of my son's recent birthday. This piece of garbage cannot, does not, and will not stand up. And it does not stay together. And the elevator breaks easily. And some of the figures don't fit in the elevator.So there it lies, in pieces, in the corner. And here I lie, curled in a ball in the other corner, wondering if I am an inadequate father because I can't make a $40 piece of crap stand up.I hope whoever designed this goes back to creating torture devices.",buy children toy want hate huge disappoint famili forev left stain memori son recent birthday piec garbag cannot stand stay togeth elev break easili figur dont fit elevatorso lie piec corner lie curl ball corner wonder inadequ father cant make 40 piec crap stand upi hope whoever design goe back creat tortur devic,0.9997,450
negative,A must for any JL fan: My 3 year old son is OBSESSED with Justice League! Needless to say he HAD to have the watchtower! I too had read the bad reviews and ended up getting it here on Amazon! Yes the three legs don't stay on but after a week of putting them back on a hundred times a day I got out the superglue to secure them on and I have not had a single problem since! Granted you don't want to have to superglue a toy that should work on it's own but if your kid loves JL just buy some glue too!,must jl fan 3 year old son obsess justic leagu needless say watchtow read bad review end get amazon yes three leg dont stay week put back hundr time day got superglu secur singl problem sinc grant dont want superglu toy work kid love jl buy glue,0.987,122
negative,"Don't waste your money: This watchtower was never used by the manufacturer because the unit itself comes with 3 legs that could likely hold one pound of weight and this weighs several. The ""legs"" don't even lock in place, they just sit in groves so the minute you place the weight on it they collapse over and over. If you manage to get it to stand the minute your child touches it it will fall over. Otherwise it would have been a wonderful toy. It looks like the show and the body is sturdy and well put together. Too well put together to be supported by the legs provided. Don't buy it, if your child is younger talk them into the Spiderman playset, much more sturdy.",dont wast money watchtow never use manufactur unit come 3 leg could like hold one pound weight weigh sever leg dont even lock place sit grove minut place weight collaps manag get stand minut child touch fall otherwis would wonder toy look like show bodi sturdi well put togeth well put togeth support leg provid dont buy child younger talk spiderman playset much sturdi,0.9169,339
negative,"A very bad choice: The designers threw in the works and the lone star represents a point for design ingenuity. Problem is this toy is nearly impossible to build and it's more than the comically unreadable directions that are at fault. I have built many a toy but never found one this resistant to having its snap on parts snap on and of course if and when they finally do, the least shake will undo your labor. Sure to end in tears and frustration for all.",bad choic design threw work lone star repres point design ingenu problem toy near imposs build comic unread direct fault built mani toy never found one resist snap part snap cours final least shake undo labor sure end tear frustrat,0.9965,-1
negative,"A PIECE OF JUNK!: Do not buy this toy - it has been a source of frustration and disappointment for all 3 of my children. Difficult to put together (and I have assembled my share of kid's toys), it will not stay together at all. It is challenging (at best) to get the figures in the elevator, and none of the figures with capes will fit - they tend to get stuck halfway up. The elevator also requires the child to turn a little wheel to get it to go up - too difficult for little ones. It requires a degree in engineering to get the little plane to fold up inside the watchtower - very poor and frustrating design. The noises are also weak as are the features (i.e. the trip wire, rockets, the plane). Just a complete waste of money - it is only a couple of weeks old, and it is headed to the trash.",piec junk buy toy sourc frustrat disappoint 3 children difficult put togeth assembl share kid toy stay togeth challeng best get figur elev none figur cape fit tend get stuck halfway elev also requir child turn littl wheel get go difficult littl one requir degre engin get littl plane fold insid watchtow poor frustrat design nois also weak featur ie trip wire rocket plane complet wast money coupl week old head trash,0.9998,-1
negative,"Don't waste your money: This toy was not that difficult to put together, but we have to put it back together each time my son plays with it. The set is always falling apart. The elevator broke after the first day. My friend bought this for her son as well, and she is just as frustrated as we are. I would not recommend buying this unless you have hours to spare re-assembly it and keeping up with all the parts that contiunally fall off it. [...]",dont wast money toy difficult put togeth put back togeth time son play set alway fall apart elev broke first day friend bought son well frustrat would recommend buy unless hour spare reassembl keep part contiun fall,0.9994,-1
negative,"Not for children to PLAY with!: This item is not meant for children to play with! Strange, since it has to do with action figures of Super Heroes! But honestly, if your child does more than set this on a shelf, you'll soon be hearing screams of frustration. The elevator won't work! (ours completely stopped working in 2 days); The guns on the top keep falling off!; The whole thing just falls apart. No, this item is for the collector and I think Mattel KNEW that. They figured the few that were opened and did not work offset all the ones that would remain MIB or NRFB for collectors.This item is just like Mattel's HOT WHEELS JUNKIE SETS. Another sore point with parents. Hot Wheels cars are fine, but those sets that Mattel makes NEVER work as promised. And what's with the instructions that have little to no writing on them??! Some of the drawings are impossible to figure out. In Mattel's case, a word is worth a thousand illustrations!",children play item meant children play strang sinc action figur super hero honest child set shelf youll soon hear scream frustrat elev wont work complet stop work 2 day gun top keep fall whole thing fall apart item collector think mattel knew figur open work offset one would remain mib nrfb collectorsthi item like mattel hot wheel junki set anoth sore point parent hot wheel car fine set mattel make never work promis what instruct littl write draw imposs figur mattel case word worth thousand illustr,0.9996,282
negative,"Garbage!: My 5 year old son received this as a birthday present, and it is headed right back to the store. The legs do not stay on, it falls over when touched, with or without the legs, there is a missing door, the elevator gets repeatedly stuck. As much as my son loves the idea of this toy, he has given up and resigned to playing with his other toys because this one is garbage, and a pure waste of money.",garbag 5 year old son receiv birthday present head right back store leg stay fall touch without leg miss door elev get repeat stuck much son love idea toy given resign play toy one garbag pure wast money,0.9996,339
negative,"Frustrating piece of junk - do not recommend!: I bought this for Xmas 2004 after all the clever marketing hype. The rocketship theme looked very cool and rugged in the pictures. However, when my son got it it - it turned out to be nothing but a frustrating, unplayable toy. It falls down constantly because of poor design: the legs can't support the weight of the whole rocket when touching it), the elevator doesn' work (gets jammed all the way up) and it didn't even come with any character figures -these are sold separately! I may have to glue the parts together just so he could play with it some more time before we dump it.Do not recommend!",frustrat piec junk recommend bought xmas 2004 clever market hype rocketship theme look cool rug pictur howev son got turn noth frustrat unplay toy fall constant poor design leg cant support weight whole rocket touch elev work get jam way didnt even come charact figur sold separ may glue part togeth could play time dump itdo recommend,0.9996,481
negative,"Not very durable: This toy was a pain to put together, and even worse to stay together. The elevator won't work, and I had to forcefully put some of the pieces together. Most people who reviewed this toy, had the same complaints, but I bought it anyway, because my nephew really wanted it. I'm glad that I only paid $15.00 for it, because it's not worth any more than that. Some pieces came off, before my nephew even got a chance to play with it.",durabl toy pain put togeth even wors stay togeth elev wont work forc put piec togeth peopl review toy complaint bought anyway nephew realli want im glad paid 1500 worth piec came nephew even got chanc play,0.9996,-1
negative,"A nice showpiece but falls apart with the slightest touch!: What a colossal disappointment this turned out to be! The Justice League figures are the best superhero figures to come out since the Super Powers figures of the 1980s. They're colorful, durable, playable, and collectible. The Javlin 7 ship is also a nice piece for the Justice League collection. Imagine my disappointment over the Watchtower. While cool to look at, this toy is for display purposes only! As others have noted, it's shaky and falls apart with the slightest touch. What were the designers thinking when they created such flimsy legs for this heavy toy to be supported on? Also, the doors fly open quite easily. This toy will sit on my shelf with all the figures displayed on it. If you have small children avoid this at all cost and save your $35.",nice showpiec fall apart slightest touch coloss disappoint turn justic leagu figur best superhero figur come sinc super power figur 1980s theyr color durabl playabl collect javlin 7 ship also nice piec justic leagu collect imagin disappoint watchtow cool look toy display purpos other note shaki fall apart slightest touch design think creat flimsi leg heavi toy support also door fli open quit easili toy sit shelf figur display small children avoid cost save 35,0.9697,-1
positive,"Son loves it, but it does fall apart: My son does love this toy and plays with it every day since Santa brought it to him. It has fallen apart each time he plays with it and has fallen on him a couple of times, so if you have a small child, I wouldn't recommend it.I will attempt to GLUE the legs on, since they are the biggest problem for this toy. Everything else works just great. Elevator, noises, guns, etc.",son love fall apart son love toy play everi day sinc santa brought fallen apart time play fallen coupl time small child wouldnt recommend iti attempt glue leg sinc biggest problem toy everyth els work great elev nois gun etc,0.9666,122
negative,Another lame mattel product: Please don't waste your money on this one. My four year old son loves the justice league and thinks this toy is pretty great. The problem is the elevator for one never worked and the tower is supposed to be supported by three crappily made narrow suction looking thingys. The minute my son goes to open one of the towers sides the whole damn thing collapses. This happens everytime. I finally just took the three support things off of it and put them away. The gun launcher thingys on top also continue to fall off. Luckily my sons was purchased on sale for only $14 but it's made so cheap and frustrated my son so much that I still feel completely ripped off.,anoth lame mattel product pleas dont wast money one four year old son love justic leagu think toy pretti great problem elev one never work tower suppos support three crappili made narrow suction look thingi minut son goe open one tower side whole damn thing collaps happen everytim final took three support thing put away gun launcher thingi top also continu fall luckili son purchas sale 14 made cheap frustrat son much still feel complet rip,0.9994,-1
negative,Watchtower is total crap!!: Avoid this toy at all cost. It falls apart when touched. The elevator stopped working almost immediately. Total rip off.,watchtow total crap avoid toy cost fall apart touch elev stop work almost immedi total rip,0.9998,-1
positive,"My daughter loves this toy: I bought this for Christmas. It was somewhat challanging to put together properly, but after that it was quite fun for my five year old. I know when she plays with this due to the sound fx.",daughter love toy bought christma somewhat challang put togeth proper quit fun five year old know play due sound fx,0.9986,190
negative,"A peice of Junk: When you put it standing up on its legs, it falls down. A friend of mine has one. He tried repeatedly to get it to stand up, but it just fell down with the slightest touch! After a while we were realy fed up. It was over $39.00!",peic junk put stand leg fall friend mine one tri repeat get stand fell slightest touch reali fed 3900,0.9994,-1
negative,A toy not made to last: This toy has peaces that fall off even while puting it together it kept falling apart the legs would not stay on and part of the tower would not stay together. I would not recomend this toy to anyone else or pay for it again myself.,toy made last toy peac fall even pute togeth kept fall apart leg would stay part tower would stay togeth would recomend toy anyon els pay,0.9986,122
positive,"Very well acted and directed: While the first half feels predictable and very TV movie, theperformances are good enough (especially Helen Mirren) to keep itgoing.And in the second half, this tale of a collage student mother's helperhired to help a woman in an angry depression after suffering a nervousbreakdown gets more complex and unpredictable.The relationship between the two women, and they way their damagedsouls play off each other is quite moving and grown up.Strong subtle direction by Kevin Bacon.Does take a hit for over the top performances from the kids, and otherkey small roles, all playing types, not human beings.",well act direct first half feel predict tv movi theperform good enough especi helen mirren keep itgoingand second half tale collag student mother helperhir help woman angri depress suffer nervousbreakdown get complex unpredictableth relationship two women way damagedsoul play quit move grown upstrong subtl direct kevin bacondo take hit top perform kid otherkey small role play type human be,0.9997,478
positive,"""A World Within a World"": ""A World Within a World"" says it all. This is probably the best CD I own. I absolutly LOVE silverchair, I have been a fan since they first came out with ""Tomorrow"". This CD just proves how diverse and talented they are. Daniel Johns (lead singer) has such a beautiful and magestic voice.It definitely makes all troubles go away by just listening to it. It is soooo great to hear these bright and happy lyrics. I am looking forward to hearing much more from them.",world within world world within world say probabl best cd absolut love silverchair fan sinc first came tomorrow cd prove divers talent daniel john lead singer beauti magest voiceit definit make troubl go away listen soooo great hear bright happi lyric look forward hear much,0.9998,100
